Code,"Continent, Region, Country",century,decade,year,height.cm,year_decade,height.in
792,Turkey,18,5,0,168.66,1850,66.4015748031496
792,Turkey,18,6,0,169.06,1860,66.55905511811024
792,Turkey,18,7,0,170.08,1870,66.96062992125985
792,Turkey,18,8,0,167.414,1880,65.91102362204724
792,Turkey,18,9,0,168.41,1890,66.30314960629921
792,Turkey,19,0,0,168.417,1900,66.30590551181102
792,Turkey,19,1,0,167.95,1910,66.12204724409449
792,Turkey,19,2,0,169.3,1920,66.65354330708662
792,Turkey,19,3,0,169.29,1930,66.64960629921259
792,Turkey,19,4,0,167.2,1940,65.8267716535433
792,Turkey,19,5,0,166.6,1950,65.59055118110236
792,Turkey,19,6,0,167.4,1960,65.90551181102363
792,Turkey,19,7,0,168.6,1970,66.37795275590551
784,United Arab Emirates,19,8,0,169.05,1980,66.55511811023622
886,Yemen (until 1990),18,5,0,162.26,1850,63.88188976377952
886,Yemen (until 1990),18,6,0,161.12,1860,63.43307086614173
886,Yemen (until 1990),18,8,0,160.77,1880,63.295275590551185
886,Yemen (until 1990),18,9,0,162.72,1890,64.06299212598425
886,Yemen (until 1990),19,0,0,161.99,1900,63.77559055118111
886,Yemen (until 1990),19,8,0,167.6,1980,65.98425196850394
887,Yemen,18,5,0,162.26,1850,63.88188976377952
887,Yemen,18,6,0,161.12,1860,63.43307086614173
887,Yemen,18,8,0,160.77,1880,63.295275590551185
887,Yemen,18,9,0,162.72,1890,64.06299212598425
887,Yemen,19,0,0,161.99,1900,63.77559055118111
887,Yemen,19,8,0,167.6,1980,65.98425196850394
398,Kazakhstan,18,4,0,165.3,1840,65.07874015748031
398,Kazakhstan,18,5,0,164.6,1850,64.80314960629921
398,Kazakhstan,18,7,0,163.4,1870,64.33070866141733
398,Kazakhstan,18,9,0,164.8,1890,64.88188976377954
398,Kazakhstan,19,0,0,165,1900,64.96062992125984
398,Kazakhstan,19,1,0,163.4,1910,64.33070866141733
398,Kazakhstan,19,2,0,166,1920,65.35433070866142
398,Kazakhstan,19,3,0,164.4,1930,64.7244094488189
398,Kazakhstan,19,5,0,170.3,1950,67.04724409448819
398,Kazakhstan,19,6,0,171.4,1960,67.48031496062993
398,Kazakhstan,19,7,0,171.3,1970,67.44094488188976
417,Kyrgyzstan,18,8,0,165.26,1880,65.06299212598425
417,Kyrgyzstan,18,9,0,164.03,1890,64.57874015748033
417,Kyrgyzstan,19,0,0,165.1,1900,65
417,Kyrgyzstan,19,1,0,165.1,1910,65
417,Kyrgyzstan,19,2,0,166.2,1920,65.43307086614173
417,Kyrgyzstan,19,3,0,164.5,1930,64.76377952755905
417,Kyrgyzstan,19,5,0,169.8,1950,66.85039370078741
417,Kyrgyzstan,19,6,0,169.8,1960,66.85039370078741
417,Kyrgyzstan,19,7,0,170.6,1970,67.16535433070867
762,Tajikistan,18,6,0,165,1860,64.96062992125984
762,Tajikistan,18,7,0,164.8,1870,64.88188976377954
762,Tajikistan,18,8,0,166.6,1880,65.59055118110236
762,Tajikistan,18,9,0,165.8,1890,65.27559055118111
762,Tajikistan,19,0,0,165.1,1900,65
762,Tajikistan,19,1,0,165.1,1910,65
795,Turkmenistan,18,9,0,168.9,1890,66.49606299212599
795,Turkmenistan,19,1,0,167.93,1910,66.11417322834646
795,Turkmenistan,19,2,0,167.5,1920,65.94488188976378
860,Uzbekistan,18,9,0,165.2,1890,65.03937007874016
860,Uzbekistan,19,0,0,165.5,1900,65.15748031496064
860,Uzbekistan,19,1,0,166,1910,65.35433070866142
860,Uzbekistan,19,2,0,165.047,1920,64.97913385826772
860,Uzbekistan,19,4,0,170.323,1940,67.05629921259843
860,Uzbekistan,19,5,0,171.5,1950,67.51968503937009
860,Uzbekistan,19,6,0,171.2,1960,67.4015748031496
860,Uzbekistan,19,7,0,172,1970,67.71653543307087
12,Algeria,19,1,0,168.8,1910,66.45669291338584
12,Algeria,19,2,0,166.241,1920,65.4492125984252
12,Algeria,19,3,0,169,1930,66.53543307086615
818,Egypt,18,5,0,166.35,1850,65.49212598425197
818,Egypt,18,6,0,167.69,1860,66.01968503937009
818,Egypt,18,7,0,166.88,1870,65.70078740157481
818,Egypt,18,8,0,162.99,1880,64.16929133858268
818,Egypt,19,0,0,166.2,1900,65.43307086614173
818,Egypt,19,1,0,166.21,1910,65.43700787401575
818,Egypt,19,2,0,165.11,1920,65.00393700787403
818,Egypt,19,4,0,167.504,1940,65.94645669291339
818,Egypt,19,5,0,170.09,1950,66.96456692913387
818,Egypt,19,6,0,170.632,1960,67.17795275590552
818,Egypt,19,7,0,171.248,1970,67.42047244094488
818,Egypt,19,8,0,171.283,1980,67.43425196850393
434,Libya,18,9,0,166.5,1890,65.55118110236221
434,Libya,19,2,0,165.11,1920,65.00393700787403
504,Morocco,18,8,0,168.6,1880,66.37795275590551
504,Morocco,19,4,0,168.107,1940,66.18385826771654
504,Morocco,19,5,0,169.012,1950,66.54015748031496
504,Morocco,19,6,0,169.913,1960,66.89488188976378
504,Morocco,19,7,0,170.239,1970,67.02322834645669
504,Morocco,19,8,0,170.29,1980,67.04330708661416
729,Sudan (North),18,7,0,167.99,1870,66.13779527559056
729,Sudan (North),18,8,0,169.865,1880,66.8759842519685
729,Sudan (North),18,9,0,169.836,1890,66.86456692913386
729,Sudan (North),19,0,0,167.854,1900,66.08425196850395
729,Sudan (North),19,1,0,169,1910,66.53543307086615
729,Sudan (North),19,2,0,170.985,1920,67.31692913385827
729,Sudan (North),19,3,0,167.9,1930,66.10236220472441
736,Sudan (until 2011),18,7,0,167.99,1870,66.13779527559056
736,Sudan (until 2011),18,8,0,169.865,1880,66.8759842519685
736,Sudan (until 2011),18,9,0,169.836,1890,66.86456692913386
736,Sudan (until 2011),19,0,0,167.854,1900,66.08425196850395
736,Sudan (until 2011),19,1,0,169,1910,66.53543307086615
736,Sudan (until 2011),19,2,0,170.985,1920,67.31692913385827
736,Sudan (until 2011),19,3,0,167.9,1930,66.10236220472441
788,Tunisia,19,1,0,162.9,1910,64.13385826771653
788,Tunisia,19,7,0,165.3,1970,65.07874015748031
204,Benin,18,1,0,164.9,1810,64.92125984251969
204,Benin,19,1,0,168.87,1910,66.48425196850394
204,Benin,19,2,0,168.127,1920,66.19173228346457
204,Benin,19,3,0,168.2,1930,66.22047244094487
204,Benin,19,5,0,169.911,1950,66.89409448818898
204,Benin,19,6,0,170.688,1960,67.2
204,Benin,19,7,0,170.286,1970,67.04173228346457
204,Benin,19,8,0,169.163,1980,66.59960629921261
854,Burkina Faso,18,1,0,166.29,1810,65.46850393700787
854,Burkina Faso,18,2,0,165.36,1820,65.10236220472441
854,Burkina Faso,18,3,0,166.72,1830,65.63779527559055
854,Burkina Faso,18,4,0,162.59,1840,64.01181102362206
854,Burkina Faso,18,7,0,171.2,1870,67.4015748031496
854,Burkina Faso,18,8,0,171.463,1880,67.50511811023621
854,Burkina Faso,18,9,0,167.9,1890,66.10236220472441
854,Burkina Faso,19,0,0,171.174,1900,67.39133858267716
854,Burkina Faso,19,1,0,171.06,1910,67.34645669291339
854,Burkina Faso,19,2,0,172.4,1920,67.8740157480315
854,Burkina Faso,19,3,0,171,1930,67.32283464566929
854,Burkina Faso,19,4,0,172.451,1940,67.89409448818898
854,Burkina Faso,19,5,0,172.226,1950,67.80551181102362
854,Burkina Faso,19,6,0,172.798,1960,68.03070866141732
854,Burkina Faso,19,7,0,172.844,1970,68.0488188976378
854,Burkina Faso,19,8,0,172.829,1980,68.04291338582678
132,Cape Verde,19,8,0,168.986,1980,66.52992125984252
384,Cote d'Ivoire,18,1,0,165.1,1810,65
384,Cote d'Ivoire,18,5,0,170.523,1850,67.13503937007874
384,Cote d'Ivoire,18,7,0,169.756,1870,66.83307086614174
384,Cote d'Ivoire,18,9,0,168.83,1890,66.46850393700788
384,Cote d'Ivoire,19,0,0,167.9,1900,66.10236220472441
384,Cote d'Ivoire,19,1,0,166.621,1910,65.5988188976378
384,Cote d'Ivoire,19,2,0,166.7,1920,65.62992125984252
384,Cote d'Ivoire,19,3,0,167.5,1930,65.94488188976378
384,Cote d'Ivoire,19,4,0,168.65,1940,66.3976377952756
384,Cote d'Ivoire,19,5,0,170,1950,66.92913385826772
384,Cote d'Ivoire,19,6,0,171.3,1960,67.44094488188976
384,Cote d'Ivoire,19,7,0,171.2,1970,67.4015748031496
384,Cote d'Ivoire,19,8,0,171,1980,67.32283464566929
270,Gambia,19,2,0,166.6,1920,65.59055118110236
288,Ghana,18,1,0,164.1,1810,64.60629921259843
288,Ghana,18,6,0,167.757,1860,66.04606299212598
288,Ghana,18,8,0,167.8,1880,66.06299212598427
288,Ghana,18,9,0,164.2,1890,64.64566929133858
288,Ghana,19,0,0,165.9,1900,65.31496062992126
288,Ghana,19,1,0,167.1,1910,65.78740157480316
288,Ghana,19,2,0,167.1,1920,65.78740157480316
288,Ghana,19,3,0,167.65,1930,66.00393700787401
288,Ghana,19,4,0,168.6,1940,66.37795275590551
288,Ghana,19,5,0,169.49,1950,66.72834645669292
288,Ghana,19,6,0,169.771,1960,66.83897637795275
288,Ghana,19,7,0,169.926,1970,66.89999999999999
288,Ghana,19,8,0,170.005,1980,66.93110236220473
324,Guinea,18,7,0,169.885,1870,66.88385826771653
324,Guinea,18,9,0,164.21,1890,64.6496062992126
324,Guinea,19,0,0,168.4,1900,66.2992125984252
324,Guinea,19,1,0,168.455,1910,66.3208661417323
324,Guinea,19,2,0,168.593,1920,66.3751968503937
324,Guinea,19,3,0,167.528,1930,65.95590551181103
324,Guinea,19,5,0,168.738,1950,66.43228346456694
324,Guinea,19,6,0,169.621,1960,66.77992125984252
324,Guinea,19,7,0,169.712,1970,66.81574803149606
324,Guinea,19,8,0,169.49,1980,66.72834645669292
624,Guinea-Bissau,18,1,0,165.4,1810,65.11811023622047
624,Guinea-Bissau,18,9,0,168.259,1890,66.24370078740156
624,Guinea-Bissau,19,0,0,167.721,1900,66.03188976377953
624,Guinea-Bissau,19,1,0,167.808,1910,66.06614173228347
624,Guinea-Bissau,19,2,0,166.096,1920,65.39212598425198
624,Guinea-Bissau,19,3,0,169.4,1930,66.69291338582677
624,Guinea-Bissau,19,4,0,168.9,1940,66.49606299212599
624,Guinea-Bissau,19,5,0,168.9,1950,66.49606299212599
430,Liberia,19,1,0,165.38,1910,65.11023622047244
430,Liberia,19,2,0,167.59,1920,65.98031496062993
430,Liberia,19,3,0,167.235,1930,65.84055118110237
430,Liberia,19,5,0,166.975,1950,65.73818897637796
430,Liberia,19,6,0,168.648,1960,66.39685039370079
430,Liberia,19,7,0,168.472,1970,66.32755905511812
430,Liberia,19,8,0,167.264,1980,65.85196850393702
466,Mali,18,5,0,166.467,1850,65.53818897637795
466,Mali,18,8,0,171.043,1880,67.33976377952756
466,Mali,18,9,0,169.376,1890,66.68346456692915
466,Mali,19,0,0,167.485,1900,65.93897637795277
466,Mali,19,1,0,171.449,1910,67.4996062992126
466,Mali,19,2,0,171.605,1920,67.56102362204724
466,Mali,19,3,0,168.5,1930,66.33858267716536
466,Mali,19,4,0,170.5,1940,67.1259842519685
466,Mali,19,5,0,172.483,1950,67.90669291338583
466,Mali,19,6,0,172.727,1960,68.00275590551182
466,Mali,19,7,0,172.503,1970,67.91456692913385
466,Mali,19,8,0,172.238,1980,67.81023622047245
478,Mauritania,19,0,0,168.954,1900,66.51732283464567
478,Mauritania,19,1,0,169.395,1910,66.69094488188976
478,Mauritania,19,2,0,169.227,1920,66.6248031496063
478,Mauritania,19,3,0,170.149,1930,66.98779527559056
562,Niger,18,7,0,167.298,1870,65.86535433070866
562,Niger,18,8,0,173,1880,68.11023622047244
562,Niger,19,0,0,168.663,1900,66.40275590551181
562,Niger,19,1,0,171.598,1910,67.55826771653544
562,Niger,19,2,0,171.412,1920,67.48503937007875
562,Niger,19,3,0,172.7,1930,67.99212598425197
562,Niger,19,4,0,171.179,1940,67.39330708661417
562,Niger,19,5,0,170.946,1950,67.3015748031496
562,Niger,19,6,0,171.44,1960,67.49606299212599
562,Niger,19,7,0,171.35,1970,67.46062992125985
562,Niger,19,8,0,170.651,1980,67.18543307086615
566,Nigeria,18,1,0,165.2,1810,65.03937007874016
566,Nigeria,18,2,0,162.239,1820,63.8736220472441
566,Nigeria,18,7,0,165.612,1870,65.20157480314961
566,Nigeria,18,8,0,167.873,1880,66.09173228346457
566,Nigeria,19,1,0,166.794,1910,65.66692913385828
566,Nigeria,19,2,0,165.6,1920,65.19685039370079
566,Nigeria,19,3,0,164.62,1930,64.81102362204724
566,Nigeria,19,4,0,167.2,1940,65.8267716535433
566,Nigeria,19,5,0,168.544,1950,66.35590551181103
566,Nigeria,19,6,0,169.769,1960,66.83818897637796
566,Nigeria,19,7,0,169.654,1970,66.79291338582676
566,Nigeria,19,8,0,169.503,1980,66.73346456692913
686,Senegal,18,1,0,165.4,1810,65.11811023622047
686,Senegal,18,6,0,172.545,1860,67.93110236220473
686,Senegal,18,7,0,168.157,1870,66.20354330708662
686,Senegal,18,9,0,171.75,1890,67.61811023622047
686,Senegal,19,0,0,170.384,1900,67.08031496062992
686,Senegal,19,1,0,169.26,1910,66.63779527559055
686,Senegal,19,2,0,171.561,1920,67.54370078740158
686,Senegal,19,3,0,171.109,1930,67.36574803149607
686,Senegal,19,4,0,171.861,1940,67.66181102362205
686,Senegal,19,5,0,173.913,1950,68.46968503937008
686,Senegal,19,6,0,174.091,1960,68.53976377952756
686,Senegal,19,7,0,174.736,1970,68.79370078740156
686,Senegal,19,8,0,174.254,1980,68.60393700787402
694,Sierra Leone,18,1,0,164.682,1810,64.83543307086615
694,Sierra Leone,18,2,0,162.16,1820,63.84251968503937
694,Sierra Leone,18,9,0,165.5,1890,65.15748031496064
694,Sierra Leone,19,1,0,165.8,1910,65.27559055118111
694,Sierra Leone,19,2,0,166.961,1920,65.73267716535433
694,Sierra Leone,19,3,0,165.5,1930,65.15748031496064
694,Sierra Leone,19,7,0,167.4,1970,65.90551181102363
694,Sierra Leone,19,8,0,165.8,1980,65.27559055118111
768,Togo,18,6,0,165.345,1860,65.09645669291339
768,Togo,19,0,0,167,1900,65.74803149606299
768,Togo,19,2,0,168.352,1920,66.28031496062992
768,Togo,19,5,0,170.8,1950,67.24409448818899
768,Togo,19,6,0,170.6,1960,67.16535433070867
768,Togo,19,7,0,170.5,1970,67.1259842519685
768,Togo,19,8,0,167.7,1980,66.02362204724409
24,Angola,18,1,0,160.5,1810,63.188976377952756
24,Angola,18,8,0,168.8,1880,66.45669291338584
24,Angola,18,9,0,169.1,1890,66.5748031496063
24,Angola,19,0,0,168.1,1900,66.18110236220473
24,Angola,19,1,0,168,1910,66.14173228346456
24,Angola,19,2,0,165.7,1920,65.23622047244093
24,Angola,19,3,0,166.7,1930,65.62992125984252
120,Cameroon,18,1,0,165.9,1810,65.31496062992126
120,Cameroon,18,6,0,165.145,1860,65.01771653543308
120,Cameroon,18,7,0,165.715,1870,65.24212598425197
120,Cameroon,18,8,0,166.556,1880,65.5732283464567
120,Cameroon,18,9,0,164.085,1890,64.60039370078741
120,Cameroon,19,0,0,166.738,1900,65.64488188976378
120,Cameroon,19,1,0,168.765,1910,66.44291338582677
120,Cameroon,19,2,0,166.657,1920,65.61299212598426
120,Cameroon,19,3,0,169.5,1930,66.73228346456693
120,Cameroon,19,5,0,171.251,1950,67.42165354330709
120,Cameroon,19,6,0,171.519,1960,67.5271653543307
120,Cameroon,19,7,0,171.585,1970,67.55314960629921
120,Cameroon,19,8,0,170.967,1980,67.30984251968505
140,Central African Republic,18,8,0,167.1,1880,65.78740157480316
140,Central African Republic,19,0,0,167.27,1900,65.85433070866142
140,Central African Republic,19,1,0,164.866,1910,64.90787401574805
140,Central African Republic,19,2,0,163.573,1920,64.3988188976378
140,Central African Republic,19,3,0,164,1930,64.56692913385827
140,Central African Republic,19,5,0,169.3,1950,66.65354330708662
140,Central African Republic,19,6,0,170.8,1960,67.24409448818899
140,Central African Republic,19,7,0,169.9,1970,66.88976377952757
148,Chad,18,7,0,169.793,1870,66.8476377952756
148,Chad,18,8,0,168.969,1880,66.52322834645669
148,Chad,18,9,0,169.6,1890,66.77165354330708
148,Chad,19,0,0,165.8,1900,65.27559055118111
148,Chad,19,2,0,169.379,1920,66.68464566929134
148,Chad,19,3,0,170.61,1930,67.16929133858268
148,Chad,19,5,0,173.69,1950,68.38188976377953
148,Chad,19,6,0,174.3,1960,68.62204724409449
148,Chad,19,7,0,173.8,1970,68.42519685039372
148,Chad,19,8,0,173.3,1980,68.22834645669292
178,Congo,18,1,0,163.3,1810,64.29133858267717
178,Congo,18,5,0,167.605,1850,65.98622047244093
178,Congo,18,6,0,166.043,1860,65.37125984251969
178,Congo,19,2,0,165.395,1920,65.11614173228347
178,Congo,19,3,0,164.62,1930,64.81102362204724
178,Congo,19,4,0,166.88,1940,65.70078740157481
178,Congo,19,5,0,168.447,1950,66.31771653543308
178,Congo,19,6,0,169.376,1960,66.68346456692915
178,Congo,19,7,0,169.036,1970,66.5496062992126
178,Congo,19,8,0,168.369,1980,66.28700787401574
180,Democratic Republic of the Congo,18,1,0,163.3,1810,64.29133858267717
180,Democratic Republic of the Congo,18,7,0,165.734,1870,65.2496062992126
180,Democratic Republic of the Congo,18,8,0,163.2,1880,64.25196850393701
180,Democratic Republic of the Congo,18,9,0,162.609,1890,64.01929133858268
180,Democratic Republic of the Congo,19,1,0,165.3,1910,65.07874015748031
180,Democratic Republic of the Congo,19,2,0,163.146,1920,64.23070866141732
180,Democratic Republic of the Congo,19,3,0,167.308,1930,65.86929133858267
180,Democratic Republic of the Congo,19,5,0,168.469,1950,66.3263779527559
180,Democratic Republic of the Congo,19,6,0,168.32,1960,66.26771653543307
180,Democratic Republic of the Congo,19,7,0,169.049,1970,66.55472440944882
180,Democratic Republic of the Congo,19,8,0,167.542,1980,65.96141732283465
226,Equatorial Guinea,19,3,0,169,1930,66.53543307086615
266,Gabon,18,1,0,165.4,1810,65.11811023622047
266,Gabon,19,1,0,164.9,1910,64.92125984251969
266,Gabon,19,2,0,164.311,1920,64.68937007874017
266,Gabon,19,5,0,171.2,1950,67.4015748031496
266,Gabon,19,6,0,170.7,1960,67.20472440944881
266,Gabon,19,7,0,170.5,1970,67.1259842519685
266,Gabon,19,8,0,169.7,1980,66.81102362204724
72,Botswana,19,1,0,165.42,1910,65.1259842519685
72,Botswana,19,8,0,167.1,1980,65.78740157480316
426,Lesotho,19,0,0,168,1900,66.14173228346456
426,Lesotho,19,5,0,167.97,1950,66.12992125984252
426,Lesotho,19,6,0,168.269,1960,66.2476377952756
426,Lesotho,19,7,0,168.535,1970,66.35236220472441
426,Lesotho,19,8,0,167.386,1980,65.89999999999999
516,Namibia,19,0,0,166.653,1900,65.61141732283464
516,Namibia,19,3,0,171.11,1930,67.36614173228347
516,Namibia,19,4,0,172.312,1940,67.83937007874017
516,Namibia,19,5,0,171.906,1950,67.67952755905512
516,Namibia,19,6,0,172.076,1960,67.74645669291338
516,Namibia,19,7,0,172.242,1970,67.81181102362204
516,Namibia,19,8,0,171.343,1980,67.45787401574802
710,South Africa,18,9,0,170.364,1890,67.07244094488189
710,South Africa,19,0,0,169.898,1900,66.88897637795276
710,South Africa,19,1,0,169.704,1910,66.81259842519685
710,South Africa,19,2,0,169.214,1920,66.61968503937008
710,South Africa,19,3,0,169.984,1930,66.9228346456693
710,South Africa,19,4,0,168.225,1940,66.23031496062993
710,South Africa,19,5,0,170.1,1950,66.96850393700787
710,South Africa,19,6,0,169.5,1960,66.73228346456693
710,South Africa,19,7,0,168.9,1970,66.49606299212599
710,South Africa,19,8,0,168.1,1980,66.18110236220473
748,Swaziland,19,3,0,168.812,1930,66.46141732283465
748,Swaziland,19,5,0,169.473,1950,66.72165354330708
748,Swaziland,19,6,0,169.884,1960,66.88346456692913
748,Swaziland,19,7,0,170.493,1970,67.1232283464567
748,Swaziland,19,8,0,170.238,1980,67.02283464566929
108,Burundi,19,2,0,166.14,1920,65.40944881889763
108,Burundi,19,3,0,169.355,1930,66.6751968503937
174,Comoros,19,5,0,166.8,1950,65.66929133858268
174,Comoros,19,6,0,167,1960,65.74803149606299
174,Comoros,19,7,0,167,1970,65.74803149606299
262,Djibouti,19,8,0,168.893,1980,66.49330708661418
232,Eritrea,18,6,0,166.282,1860,65.46535433070866
232,Eritrea,18,8,0,165.342,1880,65.09527559055118
232,Eritrea,19,3,0,164,1930,64.56692913385827
232,Eritrea,19,5,0,156.7,1950,61.69291338582677
232,Eritrea,19,6,0,155.75,1960,61.31889763779528
232,Eritrea,19,7,0,156,1970,61.417322834645674
230,Ethiopia (until 1993),18,6,0,169.3,1860,66.65354330708662
230,Ethiopia (until 1993),18,8,0,167.461,1880,65.92952755905513
230,Ethiopia (until 1993),19,1,0,161.451,1910,63.56338582677165
230,Ethiopia (until 1993),19,2,0,166.636,1920,65.60472440944882
230,Ethiopia (until 1993),19,3,0,167.27,1930,65.85433070866142
230,Ethiopia (until 1993),19,4,0,168.5,1940,66.33858267716536
230,Ethiopia (until 1993),19,5,0,166.823,1950,65.67834645669292
230,Ethiopia (until 1993),19,6,0,167.512,1960,65.9496062992126
230,Ethiopia (until 1993),19,7,0,167.49,1970,65.94094488188976
230,Ethiopia (until 1993),19,8,0,167.253,1980,65.84763779527559
231,Ethiopia (from 1993),18,6,0,169.3,1860,66.65354330708662
231,Ethiopia (from 1993),18,8,0,167.461,1880,65.92952755905513
231,Ethiopia (from 1993),19,1,0,161.451,1910,63.56338582677165
231,Ethiopia (from 1993),19,2,0,166.636,1920,65.60472440944882
231,Ethiopia (from 1993),19,3,0,167.27,1930,65.85433070866142
231,Ethiopia (from 1993),19,4,0,168.5,1940,66.33858267716536
231,Ethiopia (from 1993),19,5,0,166.823,1950,65.67834645669292
231,Ethiopia (from 1993),19,6,0,167.512,1960,65.9496062992126
231,Ethiopia (from 1993),19,7,0,167.49,1970,65.94094488188976
231,Ethiopia (from 1993),19,8,0,167.253,1980,65.84763779527559
404,Kenya,18,8,0,164.535,1880,64.7775590551181
404,Kenya,18,9,0,166,1890,65.35433070866142
404,Kenya,19,0,0,166.7,1900,65.62992125984252
404,Kenya,19,1,0,168.079,1910,66.1728346456693
404,Kenya,19,2,0,167.698,1920,66.02283464566929
404,Kenya,19,5,0,169.884,1950,66.88346456692913
404,Kenya,19,6,0,170.745,1960,67.2224409448819
404,Kenya,19,7,0,170.902,1970,67.28425196850392
404,Kenya,19,8,0,171.221,1980,67.40984251968504
450,Madagascar,18,6,0,163.918,1860,64.53464566929135
450,Madagascar,19,0,0,163.151,1900,64.23267716535433
450,Madagascar,19,1,0,163.154,1910,64.23385826771654
450,Madagascar,19,2,0,163.45,1920,64.3503937007874
450,Madagascar,19,5,0,164.056,1950,64.58897637795276
450,Madagascar,19,6,0,164.954,1960,64.94251968503937
450,Madagascar,19,7,0,163.884,1970,64.52125984251968
450,Madagascar,19,8,0,162.874,1980,64.1236220472441
454,Malawi,18,7,0,166.65,1870,65.61023622047244
454,Malawi,19,2,0,168.42,1920,66.30708661417323
454,Malawi,19,3,0,165.6,1930,65.19685039370079
454,Malawi,19,4,0,166.202,1940,65.43385826771654
454,Malawi,19,5,0,166.617,1950,65.59724409448819
454,Malawi,19,6,0,167.089,1960,65.78307086614173
454,Malawi,19,7,0,166.729,1970,65.64133858267718
454,Malawi,19,8,0,166.244,1980,65.4503937007874
508,Mozambique,18,1,0,164.1,1810,64.60629921259843
508,Mozambique,18,7,0,167.05,1870,65.76771653543308
508,Mozambique,19,0,0,169.613,1900,66.7767716535433
508,Mozambique,19,1,0,166.667,1910,65.61692913385828
508,Mozambique,19,2,0,168.639,1920,66.39330708661417
508,Mozambique,19,3,0,167.29,1930,65.86220472440944
508,Mozambique,19,5,0,165.967,1950,65.34133858267718
508,Mozambique,19,6,0,166.269,1960,65.46023622047244
508,Mozambique,19,7,0,165.547,1970,65.1759842519685
508,Mozambique,19,8,0,165.15,1980,65.01968503937007
646,Rwanda,19,1,0,172,1910,67.71653543307087
646,Rwanda,19,2,0,171.566,1920,67.54566929133858
646,Rwanda,19,3,0,169.321,1930,66.66181102362205
646,Rwanda,19,5,0,168.887,1950,66.49094488188977
646,Rwanda,19,6,0,168.804,1960,66.45826771653543
646,Rwanda,19,7,0,167.908,1970,66.10551181102362
646,Rwanda,19,8,0,167.162,1980,65.81181102362206
706,Somalia,18,8,0,172.75,1880,68.01181102362204
706,Somalia,18,9,0,171.4,1890,67.48031496062993
706,Somalia,19,0,0,171.9,1900,67.67716535433071
706,Somalia,19,1,0,171.068,1910,67.34960629921261
706,Somalia,19,2,0,168.69,1920,66.41338582677166
706,Somalia,19,3,0,172.9,1930,68.0708661417323
800,Uganda,18,7,0,168.07,1870,66.16929133858267
800,Uganda,18,8,0,166.311,1880,65.47677165354331
800,Uganda,18,9,0,166.425,1890,65.52165354330708
800,Uganda,19,1,0,165.96,1910,65.33858267716536
800,Uganda,19,2,0,167.486,1920,65.93937007874015
800,Uganda,19,3,0,164.892,1930,64.91811023622047
800,Uganda,19,5,0,169.822,1950,66.85905511811023
800,Uganda,19,6,0,170.087,1960,66.96338582677166
800,Uganda,19,7,0,169.612,1970,66.77637795275591
800,Uganda,19,8,0,169.274,1980,66.64330708661417
834,United Republic of Tanzania,18,7,0,167.769,1870,66.05078740157481
834,United Republic of Tanzania,18,8,0,168.516,1880,66.34488188976378
834,United Republic of Tanzania,18,9,0,167.669,1890,66.01141732283465
834,United Republic of Tanzania,19,1,0,164.965,1910,64.94685039370079
834,United Republic of Tanzania,19,2,0,165.788,1920,65.27086614173228
834,United Republic of Tanzania,19,3,0,166.6,1930,65.59055118110236
834,United Republic of Tanzania,19,4,0,165.569,1940,65.18464566929134
834,United Republic of Tanzania,19,5,0,166.195,1950,65.43110236220473
834,United Republic of Tanzania,19,6,0,167.167,1960,65.81377952755906
834,United Republic of Tanzania,19,7,0,167.805,1970,66.06496062992126
834,United Republic of Tanzania,19,8,0,166.861,1980,65.69330708661417
894,Zambia,19,4,0,168.063,1940,66.16653543307086
894,Zambia,19,5,0,169.635,1950,66.78543307086613
894,Zambia,19,6,0,169.719,1960,66.81850393700788
894,Zambia,19,7,0,168.932,1970,66.50866141732283
894,Zambia,19,8,0,168.194,1980,66.21811023622047
716,Zimbabwe,18,9,0,169.045,1890,66.5531496062992
716,Zimbabwe,19,0,0,167.63,1900,65.99606299212599
716,Zimbabwe,19,5,0,170.988,1950,67.31811023622048
716,Zimbabwe,19,6,0,171.076,1960,67.35275590551181
716,Zimbabwe,19,7,0,171.34,1970,67.45669291338584
716,Zimbabwe,19,8,0,171.004,1980,67.3244094488189
